#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADGRD1	MCM6	9606.ENSP00000444425	9606.ENSP00000264156	0	0	0	0	0.142	0	0	0.648	0.685
ALDH1A1	PHGDH	9606.ENSP00000297785	9606.ENSP00000493382	0.048	0	0	0	0.087	0.104	0.218	0.206	0.428
ALDH1A1	BRCA1	9606.ENSP00000297785	9606.ENSP00000418960	0	0	0	0	0	0	0	0.436	0.436
ALDH1A1	TK1	9606.ENSP00000297785	9606.ENSP00000468425	0	0	0	0	0.049	0	0	0.463	0.467
ALDH1A1	MET	9606.ENSP00000297785	9606.ENSP00000317272	0	0	0	0	0.106	0.046	0	0.442	0.482
ALDH1L2	PHGDH	9606.ENSP00000258494	9606.ENSP00000493382	0.048	0	0	0	0.114	0.104	0.218	0.334	0.535
ALDH1L2	PSAT1	9606.ENSP00000258494	9606.ENSP00000365773	0.042	0	0	0	0.138	0	0.116	0.446	0.542
ALDH1L2	GLDC	9606.ENSP00000258494	9606.ENSP00000370737	0	0	0	0	0.055	0	0	0.555	0.562
ALDH1L2	DHFR	9606.ENSP00000258494	9606.ENSP00000396308	0	0	0	0	0.095	0	0.900	0.519	0.952
ANLN	TRIP13	9606.ENSP00000265748	9606.ENSP00000166345	0	0	0	0	0.514	0.292	0	0.327	0.748
ANLN	CDC6	9606.ENSP00000265748	9606.ENSP00000209728	0	0	0	0	0.423	0	0	0.301	0.579
ANLN	AURKA	9606.ENSP00000265748	9606.ENSP00000216911	0	0	0	0	0.541	0	0	0.459	0.741
ANLN	MYBL2	9606.ENSP00000265748	9606.ENSP00000217026	0	0	0	0	0.262	0	0	0.222	0.402
ANLN	OIP5	9606.ENSP00000265748	9606.ENSP00000220514	0	0	0	0	0.347	0	0	0.145	0.418
ANLN	RAD51AP1	9606.ENSP00000265748	9606.ENSP00000228843	0	0	0	0	0.422	0	0	0.159	0.493
ANLN	FBXO5	9606.ENSP00000265748	9606.ENSP00000229758	0	0	0	0	0.279	0	0	0.214	0.409
ANLN	GMNN	9606.ENSP00000265748	9606.ENSP00000230056	0	0	0	0	0.271	0	0	0.275	0.450
ANLN	NCAPH	9606.ENSP00000265748	9606.ENSP00000240423	0	0	0	0	0.433	0	0	0.505	0.707
ANLN	MND1	9606.ENSP00000265748	9606.ENSP00000240488	0	0	0	0	0.454	0	0	0.123	0.500
ANLN	DLGAP5	9606.ENSP00000265748	9606.ENSP00000247191	0	0	0	0	0.828	0	0	0.523	0.914
ANLN	E2F8	9606.ENSP00000265748	9606.ENSP00000250024	0	0	0	0	0.354	0	0	0.291	0.522
ANLN	PIMREG	9606.ENSP00000265748	9606.ENSP00000250056	0	0	0	0	0.348	0	0	0.389	0.585
ANLN	NCAPG	9606.ENSP00000265748	9606.ENSP00000251496	0	0	0	0	0.539	0	0	0.336	0.681
ANLN	GINS2	9606.ENSP00000265748	9606.ENSP00000253462	0	0	0	0	0.257	0	0	0.237	0.409
ANLN	CCNB1	9606.ENSP00000265748	9606.ENSP00000256442	0	0	0	0	0.607	0	0	0.657	0.860
ANLN	ESPL1	9606.ENSP00000265748	9606.ENSP00000257934	0	0	0	0	0.231	0	0	0.457	0.564
ANLN	KIF23	9606.ENSP00000265748	9606.ENSP00000260363	0	0	0	0	0.740	0.331	0	0.946	0.989
ANLN	KIF11	9606.ENSP00000265748	9606.ENSP00000260731	0	0	0	0	0.879	0	0	0.582	0.947
ANLN	NDC80	9606.ENSP00000265748	9606.ENSP00000261597	0	0	0	0	0.524	0	0	0.220	0.612
ANLN	MCM4	9606.ENSP00000265748	9606.ENSP00000262105	0	0	0	0	0.735	0.292	0	0.220	0.841
ANLN	GINS1	9606.ENSP00000265748	9606.ENSP00000262460	0	0	0	0	0.244	0	0	0.245	0.405
ANLN	MCM6	9606.ENSP00000265748	9606.ENSP00000264156	0	0	0	0	0.606	0	0	0.190	0.667
ANLN	DEPDC1B	9606.ENSP00000265748	9606.ENSP00000265036	0	0	0	0	0.502	0	0.400	0.200	0.740
ANLN	MCM2	9606.ENSP00000265748	9606.ENSP00000265056	0	0	0	0	0.662	0	0	0.087	0.678
ANLN	CENPE	9606.ENSP00000265748	9606.ENSP00000265148	0	0	0	0	0.594	0	0	0.437	0.762
ANLN	CLSPN	9606.ENSP00000265748	9606.ENSP00000312995	0	0	0	0	0.284	0	0	0.204	0.406
ANLN	CENPU	9606.ENSP00000265748	9606.ENSP00000281453	0	0	0	0	0.260	0	0	0.230	0.406
ANLN	TICRR	9606.ENSP00000265748	9606.ENSP00000268138	0	0	0	0	0.318	0	0	0.167	0.408
ANLN	ESCO2	9606.ENSP00000265748	9606.ENSP00000306999	0	0	0	0	0.326	0	0	0.159	0.409
ANLN	ORC1	9606.ENSP00000265748	9606.ENSP00000360623	0	0	0	0	0.399	0	0	0.076	0.420
ANLN	PHGDH	9606.ENSP00000265748	9606.ENSP00000493382	0	0	0	0	0.109	0.292	0	0.167	0.428
ANLN	PARPBP	9606.ENSP00000265748	9606.ENSP00000440850	0	0	0	0	0.318	0	0	0.199	0.430
ANLN	CDC25A	9606.ENSP00000265748	9606.ENSP00000303706	0	0	0	0	0.334	0	0	0.179	0.430
ANLN	KIF18B	9606.ENSP00000265748	9606.ENSP00000465992	0	0	0	0	0.263	0	0	0.277	0.445
ANLN	PCLAF	9606.ENSP00000265748	9606.ENSP00000300035	0	0	0	0	0.267	0	0	0.276	0.446
ANLN	FANCI	9606.ENSP00000265748	9606.ENSP00000310842	0	0	0	0	0.348	0	0	0.192	0.450
ANLN	MYL6B	9606.ENSP00000265748	9606.ENSP00000450385	0	0	0	0	0.050	0.427	0	0.073	0.452
ANLN	CENPW	9606.ENSP00000265748	9606.ENSP00000357308	0	0	0	0	0.399	0	0	0.144	0.464
ANLN	SKA1	9606.ENSP00000265748	9606.ENSP00000285116	0	0	0	0	0.281	0	0	0.288	0.466
ANLN	CENPN	9606.ENSP00000265748	9606.ENSP00000377007	0	0	0	0	0.339	0	0	0.230	0.469
ANLN	DTL	9606.ENSP00000265748	9606.ENSP00000355958	0	0	0	0	0.378	0	0	0.182	0.469
ANLN	TK1	9606.ENSP00000265748	9606.ENSP00000468425	0	0	0	0	0.328	0	0	0.247	0.472
ANLN	E2F7	9606.ENSP00000265748	9606.ENSP00000323246	0	0	0	0	0.283	0	0	0.293	0.472
ANLN	E2F1	9606.ENSP00000265748	9606.ENSP00000345571	0	0	0	0	0.172	0	0	0.389	0.473
ANLN	DSCC1	9606.ENSP00000265748	9606.ENSP00000322180	0	0	0	0	0.305	0	0	0.281	0.479
ANLN	KNL1	9606.ENSP00000265748	9606.ENSP00000335463	0	0	0	0	0.377	0	0	0.200	0.481
ANLN	GTSE1	9606.ENSP00000265748	9606.ENSP00000415430	0	0	0	0	0.271	0.163	0	0.218	0.481
ANLN	MCM10	9606.ENSP00000265748	9606.ENSP00000418268	0	0	0	0	0.395	0	0	0.179	0.482
ANLN	SPC25	9606.ENSP00000265748	9606.ENSP00000282074	0	0	0	0	0.455	0	0	0.098	0.487
ANLN	ZWINT	9606.ENSP00000265748	9606.ENSP00000363055	0	0	0	0	0.340	0	0	0.260	0.490
ANLN	CDC45	9606.ENSP00000265748	9606.ENSP00000405726	0	0	0	0	0.403	0	0	0.230	0.521
ANLN	CDT1	9606.ENSP00000265748	9606.ENSP00000301019	0	0	0	0	0.440	0	0	0.191	0.527
ANLN	CDC25C	9606.ENSP00000265748	9606.ENSP00000321656	0	0	0	0	0.439	0	0	0.196	0.530
ANLN	FOXM1	9606.ENSP00000265748	9606.ENSP00000342307	0	0	0	0	0.369	0	0	0.295	0.536
ANLN	RAD54L	9606.ENSP00000265748	9606.ENSP00000361043	0	0	0	0	0.353	0	0	0.319	0.541
ANLN	UHRF1	9606.ENSP00000265748	9606.ENSP00000479617	0	0	0	0	0.429	0	0	0.229	0.541
ANLN	PTTG1	9606.ENSP00000265748	9606.ENSP00000377536	0	0	0	0	0.330	0	0	0.398	0.579
ANLN	SKA3	9606.ENSP00000265748	9606.ENSP00000319417	0	0	0	0	0.450	0	0	0.311	0.604
ANLN	PLK4	9606.ENSP00000265748	9606.ENSP00000270861	0	0	0	0	0.386	0	0	0.402	0.617
ANLN	CAV1	9606.ENSP00000265748	9606.ENSP00000339191	0	0	0	0	0.085	0.292	0.400	0.138	0.620
ANLN	CCNB2	9606.ENSP00000265748	9606.ENSP00000288207	0	0	0	0	0.415	0	0	0.398	0.633
ANLN	CHEK1	9606.ENSP00000265748	9606.ENSP00000391090	0	0	0	0	0.322	0	0	0.481	0.633
ANLN	BRCA1	9606.ENSP00000265748	9606.ENSP00000418960	0	0	0	0	0.257	0.421	0	0.228	0.639
ANLN	CDKN3	9606.ENSP00000265748	9606.ENSP00000335357	0	0	0	0	0.487	0	0	0.328	0.641
ANLN	KIF15	9606.ENSP00000265748	9606.ENSP00000324020	0	0	0	0	0.458	0	0	0.371	0.645
ANLN	CENPA	9606.ENSP00000265748	9606.ENSP00000336868	0	0	0	0	0.493	0	0	0.333	0.647
ANLN	CDCA3	9606.ENSP00000265748	9606.ENSP00000442068	0	0	0	0	0.490	0	0	0.341	0.649
ANLN	UBE2T	9606.ENSP00000265748	9606.ENSP00000494957	0	0	0	0	0.430	0	0	0.416	0.653
ANLN	KIFC1	9606.ENSP00000265748	9606.ENSP00000393963	0	0	0	0	0.532	0	0	0.326	0.671
ANLN	CDCA5	9606.ENSP00000265748	9606.ENSP00000275517	0	0	0	0	0.518	0	0	0.348	0.672
ANLN	CDCA2	9606.ENSP00000265748	9606.ENSP00000328228	0	0	0	0	0.465	0	0	0.418	0.675
ANLN	HJURP	9606.ENSP00000265748	9606.ENSP00000414109	0	0	0	0	0.543	0	0	0.322	0.677
ANLN	MAD2L1	9606.ENSP00000265748	9606.ENSP00000296509	0	0	0	0	0.495	0	0	0.397	0.682
ANLN	SPAG5	9606.ENSP00000265748	9606.ENSP00000323300	0	0	0	0	0.437	0.292	0	0.302	0.697
ANLN	CDC20	9606.ENSP00000265748	9606.ENSP00000361540	0	0	0	0	0.472	0	0	0.456	0.701
ANLN	PLK1	9606.ENSP00000265748	9606.ENSP00000300093	0	0	0	0	0.392	0	0	0.531	0.703
ANLN	TTK	9606.ENSP00000265748	9606.ENSP00000358813	0	0	0	0	0.546	0	0	0.374	0.704
ANLN	TYMS	9606.ENSP00000265748	9606.ENSP00000315644	0	0	0	0	0.462	0	0	0.517	0.729
ANLN	SHCBP1	9606.ENSP00000265748	9606.ENSP00000306473	0	0	0	0	0.474	0.292	0	0.367	0.743
ANLN	MKI67	9606.ENSP00000265748	9606.ENSP00000357643	0	0	0	0	0.456	0.292	0	0.392	0.745
ANLN	CCNA2	9606.ENSP00000265748	9606.ENSP00000481380	0	0	0	0	0.614	0	0	0.370	0.747
ANLN	EXO1	9606.ENSP00000265748	9606.ENSP00000355506	0	0	0	0	0.487	0	0	0.541	0.754
ANLN	UBE2C	9606.ENSP00000265748	9606.ENSP00000348838	0	0	0	0	0.476	0	0	0.584	0.773
ANLN	BIRC5	9606.ENSP00000265748	9606.ENSP00000301633	0	0	0	0	0.399	0.292	0	0.527	0.781
ANLN	KIF4A	9606.ENSP00000265748	9606.ENSP00000363524	0	0	0	0	0.565	0	0	0.520	0.782
ANLN	RRM2	9606.ENSP00000265748	9606.ENSP00000353770	0	0	0	0	0.420	0	0	0.645	0.785
ANLN	NEK2	9606.ENSP00000265748	9606.ENSP00000355966	0	0	0	0	0.484	0.292	0	0.463	0.787
ANLN	CDCA8	9606.ENSP00000265748	9606.ENSP00000362146	0	0	0	0	0.479	0.292	0	0.475	0.789
ANLN	BUB1B	9606.ENSP00000265748	9606.ENSP00000287598	0	0	0	0	0.693	0	0	0.376	0.800
ANLN	PBK	9606.ENSP00000265748	9606.ENSP00000428489	0	0	0	0	0.696	0.052	0	0.397	0.811
ANLN	CDK1	9606.ENSP00000265748	9606.ENSP00000378699	0	0	0	0	0.643	0	0	0.506	0.816
ANLN	KIF2C	9606.ENSP00000265748	9606.ENSP00000361298	0	0	0	0	0.532	0	0	0.633	0.821
ANLN	KIF14	9606.ENSP00000265748	9606.ENSP00000356319	0	0	0	0	0.550	0.292	0	0.503	0.828
ANLN	MELK	9606.ENSP00000265748	9606.ENSP00000298048	0	0	0	0	0.587	0	0	0.608	0.831
ANLN	CKAP2L	9606.ENSP00000265748	9606.ENSP00000305204	0	0	0	0	0.759	0	0	0.355	0.837
ANLN	CENPF	9606.ENSP00000265748	9606.ENSP00000355922	0	0	0	0	0.578	0.292	0	0.515	0.842
ANLN	AURKB	9606.ENSP00000265748	9606.ENSP00000313950	0	0	0	0	0.450	0.292	0	0.636	0.846
ANLN	DEPDC1	9606.ENSP00000265748	9606.ENSP00000412292	0	0	0	0	0.774	0	0	0.353	0.847
ANLN	TOP2A	9606.ENSP00000265748	9606.ENSP00000411532	0	0	0	0	0.613	0.292	0	0.533	0.861
ANLN	HMMR	9606.ENSP00000265748	9606.ENSP00000377492	0	0	0	0	0.764	0	0	0.513	0.880
ANLN	NUF2	9606.ENSP00000265748	9606.ENSP00000271452	0	0	0	0	0.809	0	0	0.482	0.897
ANLN	CIT	9606.ENSP00000265748	9606.ENSP00000376306	0	0	0	0	0.466	0.500	0.400	0.442	0.898
ANLN	ASPM	9606.ENSP00000265748	9606.ENSP00000356379	0	0	0	0	0.750	0.292	0	0.480	0.900
ANLN	BUB1	9606.ENSP00000265748	9606.ENSP00000302530	0	0	0	0	0.791	0	0	0.619	0.917
ANLN	TPX2	9606.ENSP00000265748	9606.ENSP00000300403	0	0	0	0	0.774	0	0	0.673	0.923
ANLN	CEP55	9606.ENSP00000265748	9606.ENSP00000360540	0	0	0	0	0.778	0.292	0	0.592	0.930
ANLN	KIF20A	9606.ENSP00000265748	9606.ENSP00000378356	0	0	0	0	0.823	0.328	0	0.607	0.949
ANLN	DIAPH3	9606.ENSP00000265748	9606.ENSP00000383178	0	0	0	0	0.469	0	0.400	0.967	0.988
APOBEC3B	MKI67	9606.ENSP00000327459	9606.ENSP00000357643	0	0	0	0	0.139	0.292	0	0.119	0.416
ASF1B	TRIP13	9606.ENSP00000263382	9606.ENSP00000166345	0	0	0	0	0.405	0	0	0.244	0.531
ASF1B	CDC6	9606.ENSP00000263382	9606.ENSP00000209728	0	0	0	0	0.411	0	0	0.427	0.648
ASF1B	CENPM	9606.ENSP00000263382	9606.ENSP00000215980	0	0	0	0	0.409	0	0	0.499	0.692
ASF1B	AURKA	9606.ENSP00000263382	9606.ENSP00000216911	0	0	0	0	0.510	0	0	0.513	0.751
ASF1B	MYBL2	9606.ENSP00000263382	9606.ENSP00000217026	0	0	0	0	0.460	0	0	0.414	0.670
ASF1B	ORC6	9606.ENSP00000263382	9606.ENSP00000219097	0	0	0	0	0.267	0	0	0.387	0.532
ASF1B	OIP5	9606.ENSP00000263382	9606.ENSP00000220514	0	0	0	0	0.379	0	0	0.131	0.437
ASF1B	RAD51AP1	9606.ENSP00000263382	9606.ENSP00000228843	0	0	0	0	0.410	0	0	0.258	0.544
ASF1B	FBXO5	9606.ENSP00000263382	9606.ENSP00000229758	0	0	0	0	0.269	0	0	0.263	0.438
ASF1B	NCAPH	9606.ENSP00000263382	9606.ENSP00000240423	0	0	0	0	0.516	0	0	0.143	0.568
ASF1B	DLGAP5	9606.ENSP00000263382	9606.ENSP00000247191	0	0	0	0	0.572	0	0	0.441	0.751
ASF1B	E2F8	9606.ENSP00000263382	9606.ENSP00000250024	0	0	0	0	0.386	0	0	0.163	0.464
ASF1B	PIMREG	9606.ENSP00000263382	9606.ENSP00000250056	0	0	0	0	0.372	0	0	0.114	0.420
ASF1B	NCAPG	9606.ENSP00000263382	9606.ENSP00000251496	0	0	0	0	0.385	0	0	0.193	0.483
ASF1B	GINS2	9606.ENSP00000263382	9606.ENSP00000253462	0	0	0	0	0.395	0	0	0.270	0.540
ASF1B	CCNB1	9606.ENSP00000263382	9606.ENSP00000256442	0	0	0	0	0.472	0.094	0	0.212	0.590
ASF1B	TROAP	9606.ENSP00000263382	9606.ENSP00000257909	0	0	0	0	0.420	0	0	0.137	0.478
ASF1B	ESPL1	9606.ENSP00000263382	9606.ENSP00000257934	0	0	0	0	0.502	0	0	0.239	0.604
ASF1B	KIF23	9606.ENSP00000263382	9606.ENSP00000260363	0	0	0	0	0.312	0	0	0.286	0.489
ASF1B	KIF11	9606.ENSP00000263382	9606.ENSP00000260731	0	0	0	0	0.507	0	0	0.368	0.675
ASF1B	NDC80	9606.ENSP00000263382	9606.ENSP00000261597	0	0	0	0	0.472	0	0	0.068	0.487
ASF1B	MCM4	9606.ENSP00000263382	9606.ENSP00000262105	0	0	0	0	0.422	0.622	0	0.654	0.918
ASF1B	PKMYT1	9606.ENSP00000263382	9606.ENSP00000262300	0	0	0	0	0.436	0	0	0.179	0.517
ASF1B	GINS1	9606.ENSP00000263382	9606.ENSP00000262460	0	0	0	0	0.231	0	0	0.515	0.611
ASF1B	SKA3	9606.ENSP00000263382	9606.ENSP00000319417	0	0	0	0	0.381	0	0	0.071	0.400
ASF1B	CDC25C	9606.ENSP00000263382	9606.ENSP00000321656	0	0	0	0	0.368	0	0	0.091	0.401
ASF1B	DEPDC1B	9606.ENSP00000263382	9606.ENSP00000265036	0	0	0	0	0.303	0	0	0.185	0.409
ASF1B	TYMS	9606.ENSP00000263382	9606.ENSP00000315644	0	0	0	0	0.324	0	0	0.174	0.418
ASF1B	ORC1	9606.ENSP00000263382	9606.ENSP00000360623	0	0	0	0	0.357	0.071	0	0.115	0.425
ASF1B	BRCA1	9606.ENSP00000263382	9606.ENSP00000418960	0	0	0	0	0.313	0	0	0.204	0.429
ASF1B	NEK2	9606.ENSP00000263382	9606.ENSP00000355966	0	0	0	0	0.351	0	0	0.167	0.436
ASF1B	SPC25	9606.ENSP00000263382	9606.ENSP00000282074	0	0	0	0	0.374	0	0	0.148	0.444
ASF1B	TICRR	9606.ENSP00000263382	9606.ENSP00000268138	0	0	0	0	0.278	0	0	0.263	0.445
ASF1B	KIF15	9606.ENSP00000263382	9606.ENSP00000324020	0	0	0	0	0.395	0.069	0	0.101	0.449
ASF1B	ZWINT	9606.ENSP00000263382	9606.ENSP00000363055	0	0	0	0	0.369	0	0	0.220	0.487
ASF1B	NUF2	9606.ENSP00000263382	9606.ENSP00000271452	0	0	0	0	0.388	0	0	0.200	0.489
ASF1B	UBE2T	9606.ENSP00000263382	9606.ENSP00000494957	0	0	0	0	0.363	0.095	0	0.189	0.492
ASF1B	POC1A	9606.ENSP00000263382	9606.ENSP00000296484	0	0	0	0	0.414	0.053	0	0.164	0.495
ASF1B	DTL	9606.ENSP00000263382	9606.ENSP00000355958	0	0	0	0	0.434	0	0	0.144	0.495
ASF1B	MAD2L1	9606.ENSP00000263382	9606.ENSP00000296509	0	0	0	0	0.428	0	0	0.180	0.511
ASF1B	KIF18B	9606.ENSP00000263382	9606.ENSP00000465992	0	0	0	0	0.381	0	0	0.249	0.515
ASF1B	SGO1	9606.ENSP00000263382	9606.ENSP00000263753	0	0	0	0	0.418	0	0	0.207	0.518
ASF1B	TTK	9606.ENSP00000263382	9606.ENSP00000358813	0	0	0	0	0.429	0	0	0.210	0.530
ASF1B	MKI67	9606.ENSP00000263382	9606.ENSP00000357643	0	0	0	0	0.422	0	0	0.222	0.531
ASF1B	HMMR	9606.ENSP00000263382	9606.ENSP00000377492	0	0	0	0	0.343	0.089	0	0.279	0.531
ASF1B	UHRF1	9606.ENSP00000263382	9606.ENSP00000479617	0	0	0	0	0.449	0	0	0.215	0.549
ASF1B	CENPE	9606.ENSP00000263382	9606.ENSP00000265148	0	0	0	0	0.282	0	0	0.402	0.552
ASF1B	CHEK1	9606.ENSP00000263382	9606.ENSP00000391090	0	0	0	0	0.345	0.145	0	0.287	0.566
ASF1B	CENPN	9606.ENSP00000263382	9606.ENSP00000377007	0	0	0	0	0.470	0	0	0.220	0.569
ASF1B	MELK	9606.ENSP00000263382	9606.ENSP00000298048	0	0	0	0	0.444	0.071	0	0.241	0.574
ASF1B	KIFC1	9606.ENSP00000263382	9606.ENSP00000393963	0	0	0	0	0.514	0	0	0.185	0.587
ASF1B	CCNB2	9606.ENSP00000263382	9606.ENSP00000288207	0	0	0	0	0.477	0.094	0	0.199	0.587
ASF1B	E2F1	9606.ENSP00000263382	9606.ENSP00000345571	0	0	0	0	0.308	0	0	0.431	0.589
ASF1B	SKA1	9606.ENSP00000263382	9606.ENSP00000285116	0	0	0	0	0.323	0	0	0.418	0.589
ASF1B	TPX2	9606.ENSP00000263382	9606.ENSP00000300403	0	0	0	0	0.458	0	0	0.284	0.596
ASF1B	FEN1	9606.ENSP00000263382	9606.ENSP00000305480	0	0	0	0	0.484	0.091	0	0.217	0.601
ASF1B	ASPM	9606.ENSP00000263382	9606.ENSP00000356379	0	0	0	0	0.391	0	0	0.375	0.603
ASF1B	CDCA5	9606.ENSP00000263382	9606.ENSP00000275517	0	0	0	0	0.537	0	0	0.179	0.603
ASF1B	KIF4A	9606.ENSP00000263382	9606.ENSP00000363524	0	0	0	0	0.496	0	0	0.270	0.616
ASF1B	BUB1	9606.ENSP00000263382	9606.ENSP00000302530	0	0	0	0	0.513	0.071	0	0.226	0.620
ASF1B	CEP55	9606.ENSP00000263382	9606.ENSP00000360540	0	0	0	0	0.370	0	0	0.434	0.628
ASF1B	PTTG1	9606.ENSP00000263382	9606.ENSP00000377536	0	0	0	0	0.493	0	0	0.310	0.636
ASF1B	RECQL4	9606.ENSP00000263382	9606.ENSP00000482313	0	0	0	0	0.245	0.298	0	0.368	0.636
ASF1B	CDK1	9606.ENSP00000263382	9606.ENSP00000378699	0	0	0	0	0.493	0.095	0	0.282	0.641
ASF1B	CDT1	9606.ENSP00000263382	9606.ENSP00000301019	0	0	0	0	0.518	0	0	0.298	0.647
ASF1B	TK1	9606.ENSP00000263382	9606.ENSP00000468425	0	0	0	0	0.436	0	0	0.401	0.648
ASF1B	RAD54L	9606.ENSP00000263382	9606.ENSP00000361043	0	0	0	0	0.364	0.097	0	0.450	0.657
ASF1B	HJURP	9606.ENSP00000263382	9606.ENSP00000414109	0	0	0	0	0.455	0	0	0.425	0.673
ASF1B	SPAG5	9606.ENSP00000263382	9606.ENSP00000323300	0	0	0	0	0.638	0.113	0	0.081	0.679
ASF1B	RAD51	9606.ENSP00000263382	9606.ENSP00000493712	0	0	0	0	0.415	0.129	0	0.430	0.684
ASF1B	BUB1B	9606.ENSP00000263382	9606.ENSP00000287598	0	0	0	0	0.556	0.071	0	0.332	0.700
ASF1B	AURKB	9606.ENSP00000263382	9606.ENSP00000313950	0	0	0	0	0.591	0	0	0.301	0.702
ASF1B	TOP2A	9606.ENSP00000263382	9606.ENSP00000411532	0	0	0	0	0.476	0	0	0.467	0.709
ASF1B	KIF2C	9606.ENSP00000263382	9606.ENSP00000361298	0	0	0	0	0.641	0	0	0.226	0.710
ASF1B	EXO1	9606.ENSP00000263382	9606.ENSP00000355506	0	0	0	0	0.404	0.070	0	0.530	0.717
ASF1B	PLK1	9606.ENSP00000263382	9606.ENSP00000300093	0	0	0	0	0.468	0	0	0.504	0.725
ASF1B	CENPF	9606.ENSP00000263382	9606.ENSP00000355922	0	0	0	0	0.357	0	0	0.592	0.726
ASF1B	UBE2C	9606.ENSP00000263382	9606.ENSP00000348838	0	0	0	0	0.634	0.095	0	0.247	0.729
ASF1B	H3C8	9606.ENSP00000263382	9606.ENSP00000484638	0	0	0	0	0.128	0.665	0	0.164	0.735
ASF1B	PBK	9606.ENSP00000263382	9606.ENSP00000428489	0	0	0	0	0.585	0.051	0	0.398	0.743
ASF1B	PIF1	9606.ENSP00000263382	9606.ENSP00000328174	0	0	0	0	0.584	0.256	0	0.274	0.755
ASF1B	MCM10	9606.ENSP00000263382	9606.ENSP00000418268	0	0	0	0	0.379	0	0	0.630	0.761
ASF1B	PCLAF	9606.ENSP00000263382	9606.ENSP00000300035	0	0	0	0	0.425	0	0	0.621	0.772
ASF1B	CCNA2	9606.ENSP00000263382	9606.ENSP00000481380	0	0	0	0	0.605	0	0	0.473	0.783
ASF1B	FOXM1	9606.ENSP00000263382	9606.ENSP00000342307	0	0	0	0	0.538	0.045	0	0.585	0.801
ASF1B	CDC20	9606.ENSP00000263382	9606.ENSP00000361540	0	0	0	0	0.709	0.087	0	0.329	0.806
ASF1B	BIRC5	9606.ENSP00000263382	9606.ENSP00000301633	0	0	0	0	0.591	0	0	0.548	0.807
ASF1B	CDCA3	9606.ENSP00000263382	9606.ENSP00000442068	0	0	0	0	0.702	0	0	0.384	0.809
ASF1B	RRM2	9606.ENSP00000263382	9606.ENSP00000353770	0	0	0	0	0.496	0.291	0	0.515	0.811
ASF1B	CDCA8	9606.ENSP00000263382	9606.ENSP00000362146	0	0	0	0	0.711	0.071	0	0.415	0.829
ASF1B	CENPA	9606.ENSP00000263382	9606.ENSP00000336868	0	0	0	0	0.393	0.377	0	0.588	0.831
ASF1B	KIF20A	9606.ENSP00000263382	9606.ENSP00000378356	0	0	0	0	0.607	0	0	0.611	0.840
ASF1B	CDC45	9606.ENSP00000263382	9606.ENSP00000405726	0	0	0	0	0.671	0	0	0.658	0.883
ASF1B	H3C3	9606.ENSP00000263382	9606.ENSP00000484658	0	0	0	0	0.122	0.729	0	0.553	0.884
ASF1B	MCM6	9606.ENSP00000263382	9606.ENSP00000264156	0	0	0	0	0.339	0.793	0	0.594	0.939
ASF1B	H3C12	9606.ENSP00000263382	9606.ENSP00000352252	0	0	0	0	0.128	0.882	0	0.894	0.988
ASF1B	MCM2	9606.ENSP00000263382	9606.ENSP00000265056	0	0	0	0	0.476	0.983	0	0.620	0.996
ASPM	TRIP13	9606.ENSP00000356379	9606.ENSP00000166345	0	0	0	0	0.553	0	0	0.418	0.729
ASPM	CDC6	9606.ENSP00000356379	9606.ENSP00000209728	0	0	0	0	0.520	0	0	0.247	0.623
ASPM	CENPM	9606.ENSP00000356379	9606.ENSP00000215980	0	0	0	0	0.360	0	0	0.439	0.626
ASPM	POLE2	9606.ENSP00000356379	9606.ENSP00000216367	0	0	0	0	0.391	0	0	0.203	0.494
ASPM	AURKA	9606.ENSP00000356379	9606.ENSP00000216911	0	0	0	0	0.705	0.314	0	0.685	0.930
ASPM	MYBL2	9606.ENSP00000356379	9606.ENSP00000217026	0	0	0	0	0.437	0	0	0.222	0.543
ASPM	ORC6	9606.ENSP00000356379	9606.ENSP00000219097	0	0	0	0	0.260	0	0	0.370	0.514
ASPM	OIP5	9606.ENSP00000356379	9606.ENSP00000220514	0	0	0	0	0.644	0	0	0.327	0.750
ASPM	RAD51AP1	9606.ENSP00000356379	9606.ENSP00000228843	0	0	0	0	0.549	0	0	0.305	0.673
ASPM	FBXO5	9606.ENSP00000356379	9606.ENSP00000229758	0	0	0	0	0.494	0.099	0	0.157	0.582
ASPM	NCAPH	9606.ENSP00000356379	9606.ENSP00000240423	0	0	0	0	0.667	0.099	0	0.579	0.862
ASPM	MND1	9606.ENSP00000356379	9606.ENSP00000240488	0	0	0	0	0.783	0	0	0.085	0.792
ASPM	DLGAP5	9606.ENSP00000356379	9606.ENSP00000247191	0	0	0	0	0.974	0	0	0.799	0.994
ASPM	E2F8	9606.ENSP00000356379	9606.ENSP00000250024	0	0	0	0	0.601	0	0	0.193	0.664
ASPM	PIMREG	9606.ENSP00000356379	9606.ENSP00000250056	0	0	0	0	0.432	0	0	0.376	0.630
ASPM	NCAPG	9606.ENSP00000356379	9606.ENSP00000251496	0	0	0	0	0.910	0	0	0.702	0.972
ASPM	GINS2	9606.ENSP00000356379	9606.ENSP00000253462	0	0	0	0	0.401	0	0	0.425	0.641
